order_id;order_date;ship_date;ship_mode;customer_id
CA-2017-136875;03.12.2017;03.12.2017;Same Day;TC-21295
CA-2017-132185;27.11.2017;02.12.2017;Standard Class;DB-13615
US-2014-160780;21.06.2014;21.06.2014;Same Day;SV-20785
CA-2017-127026;21.01.2017;27.01.2017;Standard Class;MH-18115
CA-2017-137085;29.06.2017;06.07.2017;Standard Class;CT-11995
CA-2016-133123;06.09.2016;11.09.2016;Standard Class;KB-16315
US-2016-128195;04.08.2016;05.08.2016;First Class;RA-19285
CA-2015-153220;12.11.2015;14.11.2015;First Class;YC-21895
CA-2014-123064;30.06.2014;02.07.2014;First Class;RA-19915
CA-2017-156412;04.12.2017;08.12.2017;Standard Class;CM-12160
US-2016-144211;28.08.2016;02.09.2016;Standard Class;CS-12130
CA-2016-138079;22.01.2016;28.01.2016;Standard Class;AJ-10795
CA-2014-143182;15.10.2014;20.10.2014;Standard Class;DL-12865
CA-2016-161662;07.02.2016;09.02.2016;First Class;BE-11410
CA-2014-145317;18.03.2014;23.03.2014;Standard Class;SM-20320
CA-2014-143413;24.05.2014;30.05.2014;Standard Class;RP-19390
CA-2017-156818;11.07.2017;13.07.2017;Second Class;JD-16015
CA-2017-155873;16.06.2017;21.06.2017;Standard Class;AB-10255
CA-2015-121797;30.01.2015;06.02.2015;Standard Class;CC-12145
US-2015-120572;11.12.2015;15.12.2015;Standard Class;GH-14425
CA-2017-132430;09.10.2017;11.10.2017;First Class;CP-12085
CA-2017-146031;29.07.2017;01.08.2017;Second Class;GM-14440
CA-2014-110100;25.04.2014;29.04.2014;Standard Class;LC-16885
CA-2015-103723;01.12.2015;06.12.2015;Standard Class;BT-11305
CA-2014-127187;04.12.2014;08.12.2014;Standard Class;CP-12085
CA-2017-128475;26.08.2017;01.09.2017;Standard Class;SC-20680
CA-2014-100006;07.09.2014;13.09.2014;Standard Class;DK-13375
CA-2017-144827;21.12.2017;27.12.2017;Standard Class;SE-20110
CA-2014-110030;06.12.2014;08.12.2014;Second Class;LF-17185
CA-2014-121286;04.11.2014;08.11.2014;Second Class;ON-18715
CA-2016-164735;14.04.2016;19.04.2016;Second Class;TB-21400
CA-2014-153479;04.10.2014;08.10.2014;Standard Class;DF-13135
CA-2017-149888;07.11.2017;13.11.2017;Standard Class;EP-13915
CA-2017-119193;22.12.2017;24.12.2017;First Class;SK-19990
CA-2017-104801;13.02.2017;19.02.2017;Standard Class;FH-14350
CA-2014-107594;02.07.2014;06.07.2014;Standard Class;EH-13945
CA-2015-129770;21.02.2015;23.02.2015;Second Class;JE-15715
CA-2015-115798;13.11.2015;19.11.2015;Standard Class;KL-16645
CA-2017-122707;16.04.2017;18.04.2017;First Class;EB-13750
CA-2016-165015;25.02.2016;27.02.2016;Second Class;BD-11725
CA-2014-149244;04.11.2014;08.11.2014;Standard Class;MS-17530
CA-2015-140144;20.06.2015;25.06.2015;Second Class;SC-20770
CA-2017-163321;07.08.2017;11.08.2017;Second Class;FM-14380
CA-2014-155887;12.05.2014;17.05.2014;Standard Class;KT-16480
US-2015-165449;22.11.2015;26.11.2015;Standard Class;AP-10720
CA-2015-110247;04.12.2015;08.12.2015;Standard Class;RH-19555
US-2014-141257;08.06.2014;14.06.2014;Standard Class;CS-11950
CA-2014-154669;08.08.2014;11.08.2014;Second Class;TM-21010
CA-2014-158029;26.05.2014;30.05.2014;Standard Class;HF-14995
CA-2015-155306;17.04.2015;21.04.2015;Standard Class;GA-14515
CA-2016-127775;11.06.2016;13.06.2016;Second Class;ES-14020
CA-2016-146171;11.03.2016;15.03.2016;Standard Class;JP-16135
CA-2014-129574;26.05.2014;29.05.2014;First Class;Dp-13240
CA-2017-126536;12.10.2017;14.10.2017;First Class;NK-18490
CA-2017-165757;22.06.2017;28.06.2017;Standard Class;PL-18925
CA-2017-167752;15.01.2017;18.01.2017;First Class;RW-19690
US-2015-122140;02.04.2015;07.04.2015;Standard Class;MO-17950
CA-2016-163986;03.09.2016;10.09.2016;Standard Class;JJ-15445
CA-2017-158967;10.12.2017;12.12.2017;First Class;BT-11680
CA-2016-131576;22.11.2016;26.11.2016;Standard Class;RD-19585
CA-2017-143455;11.11.2017;18.11.2017;Standard Class;ML-17755
CA-2016-144729;21.10.2016;25.10.2016;Standard Class;JE-15745
CA-2015-127019;21.12.2015;25.12.2015;Standard Class;ER-13855
CA-2015-138534;17.07.2015;19.07.2015;Second Class;JM-15535
CA-2017-108322;30.04.2017;05.05.2017;Standard Class;SS-20140
CA-2017-167668;06.05.2017;08.05.2017;First Class;TC-21295
CA-2017-146724;20.11.2017;27.11.2017;Standard Class;HG-15025
CA-2016-139878;11.11.2016;16.11.2016;Standard Class;LD-17005
US-2016-106677;05.11.2016;10.11.2016;Standard Class;AS-10285
CA-2016-116974;09.10.2016;15.10.2016;Standard Class;MP-17965
CA-2015-149972;21.09.2015;23.09.2015;First Class;CD-12790
US-2014-117744;02.12.2014;06.12.2014;Standard Class;MD-17860
CA-2014-125514;21.09.2014;22.09.2014;First Class;BM-11650
CA-2014-154599;12.04.2014;17.04.2014;Standard Class;KN-16450
CA-2017-158743;20.10.2017;27.10.2017;Standard Class;IG-15085
CA-2016-153318;25.10.2016;28.10.2016;First Class;JS-15595
US-2015-110163;01.11.2015;04.11.2015;First Class;GA-14725
CA-2017-143329;03.11.2017;08.11.2017;Standard Class;DL-13330
CA-2015-159380;12.05.2015;16.05.2015;Standard Class;CS-12505
CA-2015-122623;07.09.2015;11.09.2015;Standard Class;CC-12145
CA-2015-148635;25.07.2015;27.07.2015;Second Class;MH-18025
CA-2015-135685;16.11.2015;18.11.2015;Second Class;MP-18175
CA-2015-104626;01.09.2015;08.09.2015;Standard Class;DR-12940
CA-2016-160500;05.05.2016;08.05.2016;First Class;DM-13015
CA-2017-100202;31.12.2016;05.01.2017;Standard Class;BD-11620
CA-2017-131016;18.09.2017;20.09.2017;First Class;DC-12850
US-2014-112914;25.09.2014;30.09.2014;Standard Class;MT-18070
CA-2016-124149;23.04.2016;26.04.2016;First Class;MJ-17740
CA-2014-148915;01.11.2014;05.11.2014;Standard Class;ND-18370
CA-2017-134649;26.01.2017;31.01.2017;Second Class;CA-11965
CA-2017-110842;11.11.2017;16.11.2017;Standard Class;GA-14725
CA-2016-147368;09.06.2016;12.06.2016;First Class;TC-21295
US-2015-104185;03.09.2015;08.09.2015;Second Class;JB-15400
US-2014-125521;14.03.2014;19.03.2014;Standard Class;CK-12325
US-2017-135062;31.08.2017;04.09.2017;Second Class;RL-19615
CA-2017-135650;23.03.2017;27.03.2017;Standard Class;AC-10660
CA-2017-112865;18.05.2017;22.05.2017;Standard Class;BH-11710
US-2016-162852;27.12.2016;31.12.2016;Standard Class;BG-11695
CA-2017-138163;17.11.2017;20.11.2017;First Class;XP-21865
CA-2017-152093;10.09.2017;15.09.2017;Standard Class;SN-20560
CA-2017-157854;08.04.2017;15.04.2017;Standard Class;DM-13345
CA-2016-123617;28.11.2016;03.12.2016;Standard Class;AJ-10780
US-2016-128293;02.06.2016;05.06.2016;First Class;KC-16255
CA-2017-107342;17.12.2017;22.12.2017;Standard Class;VF-21715
CA-2016-136371;19.03.2016;21.03.2016;Second Class;SV-20935
CA-2017-137344;20.08.2017;20.08.2017;Same Day;EM-13810
CA-2017-169810;25.07.2017;31.07.2017;Standard Class;RB-19360
CA-2016-128594;26.08.2016;29.08.2016;First Class;DJ-13510
CA-2016-154690;15.08.2016;17.08.2016;Second Class;CC-12370
CA-2017-138975;19.05.2017;23.05.2017;Standard Class;SC-20380
CA-2017-106537;12.08.2017;17.08.2017;Standard Class;RH-19495
US-2017-103828;13.08.2017;13.08.2017;Same Day;JK-15370
CA-2016-115588;10.11.2016;12.11.2016;Second Class;AF-10885
CA-2017-143861;12.06.2017;19.06.2017;Standard Class;LC-16885
CA-2014-148040;22.03.2014;26.03.2014;Standard Class;BF-11275
CA-2017-135167;15.06.2017;20.06.2017;Standard Class;SC-20800
CA-2017-137022;16.11.2017;22.11.2017;Standard Class;SW-20275
US-2017-102638;29.12.2017;31.12.2017;First Class;MC-17845
US-2016-167339;21.01.2016;23.01.2016;Second Class;TD-20995
CA-2016-152072;15.01.2016;19.01.2016;Standard Class;Dp-13240
CA-2016-102932;19.09.2016;23.09.2016;Second Class;SD-20485
CA-2014-165540;21.02.2014;25.02.2014;Standard Class;TM-21010
CA-2016-130799;11.11.2016;16.11.2016;Second Class;BK-11260
CA-2016-164483;30.01.2016;03.02.2016;Standard Class;JF-15490
US-2016-159856;18.10.2016;22.10.2016;Standard Class;EP-13915
CA-2017-102099;18.12.2017;19.12.2017;First Class;EP-13915
CA-2017-164049;02.11.2017;06.11.2017;Standard Class;KH-16630
CA-2014-142727;29.04.2014;01.05.2014;Second Class;HG-14845
CA-2017-139913;23.10.2017;29.10.2017;Standard Class;JC-16105
CA-2014-169033;30.03.2014;03.04.2014;Standard Class;KM-16720
US-2016-164630;04.01.2016;09.01.2016;Standard Class;EB-13975
US-2015-114839;26.04.2015;30.04.2015;Standard Class;PW-19240
CA-2015-166464;12.09.2015;17.09.2015;Standard Class;PG-18895
CA-2017-124898;11.09.2017;15.09.2017;Standard Class;DB-12910
CA-2016-164035;12.06.2016;17.06.2016;Standard Class;CR-12730
CA-2016-153577;27.06.2016;01.07.2016;Standard Class;KH-16330
CA-2014-127586;26.09.2014;30.09.2014;Standard Class;CS-12400
CA-2017-121615;03.11.2017;09.11.2017;Standard Class;DL-12925
CA-2017-166415;19.02.2017;23.02.2017;Standard Class;ME-17725
CA-2015-118444;05.11.2015;09.11.2015;Standard Class;VD-21670
CA-2014-113929;16.06.2014;21.06.2014;Standard Class;CK-12205
CA-2015-134747;12.10.2015;17.10.2015;Second Class;DL-12925
CA-2017-155047;27.08.2017;30.08.2017;First Class;SE-20110
CA-2016-160129;23.11.2016;23.11.2016;Same Day;LS-17200
CA-2017-164329;30.01.2017;30.01.2017;Same Day;MM-17920
US-2015-141453;30.11.2015;03.12.2015;Second Class;DB-13270
CA-2014-156993;28.06.2014;04.07.2014;Standard Class;RW-19630
CA-2014-157721;02.09.2014;05.09.2014;First Class;JM-16195
CA-2017-128629;10.07.2017;14.07.2017;Second Class;BP-11155
CA-2017-158106;04.06.2017;10.06.2017;Standard Class;CT-11995
US-2017-120390;19.10.2017;26.10.2017;Standard Class;TH-21550
CA-2017-143434;18.11.2017;24.11.2017;Standard Class;ME-17320
CA-2015-168564;08.08.2015;08.08.2015;Same Day;TT-21220
US-2016-169040;06.12.2016;12.12.2016;Standard Class;GT-14710
CA-2017-155880;25.03.2017;31.03.2017;Standard Class;JD-16150
CA-2017-126242;19.11.2017;24.11.2017;Standard Class;MC-18100
CA-2016-166443;04.11.2016;05.11.2016;First Class;LH-17020
CA-2017-169859;14.12.2017;18.12.2017;Standard Class;MP-18175
CA-2017-134915;12.11.2017;12.11.2017;Same Day;EM-14140
CA-2016-153353;18.08.2016;24.08.2016;Standard Class;GG-14650
CA-2017-123638;27.06.2017;04.07.2017;Standard Class;MA-17995
CA-2017-168900;04.05.2017;09.05.2017;Standard Class;SH-20395
CA-2015-158456;24.12.2015;29.12.2015;Standard Class;KT-16465
CA-2017-143665;26.04.2017;01.05.2017;Standard Class;PO-19180
CA-2017-137428;16.12.2017;21.12.2017;Second Class;AY-10555
CA-2014-162866;27.12.2014;31.12.2014;Standard Class;Co-12640
CA-2017-167941;06.11.2017;09.11.2017;Second Class;JF-15565
CA-2017-111808;16.12.2017;20.12.2017;Standard Class;AR-10510
CA-2015-137512;07.05.2015;12.05.2015;Standard Class;AG-10675
CA-2017-139773;04.12.2017;04.12.2017;Same Day;DV-13045
CA-2017-134607;03.10.2017;08.10.2017;Second Class;HL-15040
CA-2014-109232;13.01.2014;16.01.2014;Second Class;ND-18370
CA-2015-139850;12.06.2015;17.06.2015;Standard Class;GB-14575
CA-2014-131310;12.07.2014;18.07.2014;Standard Class;CL-12565
US-2014-112872;06.12.2014;11.12.2014;Second Class;RC-19960
CA-2016-139269;25.05.2016;30.05.2016;Standard Class;JB-16045
CA-2016-139010;21.02.2016;26.02.2016;Second Class;MC-17635
CA-2016-134376;02.10.2016;06.10.2016;Standard Class;TT-21265
CA-2017-147291;11.03.2017;17.03.2017;Standard Class;MJ-17740
CA-2016-112893;09.09.2016;13.09.2016;Second Class;AT-10735
US-2014-150532;14.07.2014;21.07.2014;Standard Class;PB-19150
CA-2014-138317;21.06.2014;25.06.2014;Standard Class;NW-18400
CA-2015-130610;05.07.2015;10.07.2015;Standard Class;VP-21730
CA-2017-104381;16.12.2017;23.12.2017;Standard Class;RD-19810
CA-2016-131499;08.09.2016;10.09.2016;First Class;MG-17875
CA-2014-148761;17.05.2014;21.05.2014;Standard Class;PA-19060
CA-2017-116519;13.10.2017;15.10.2017;First Class;CR-12730
CA-2014-130729;24.10.2014;29.10.2014;Standard Class;AA-10375
CA-2016-124772;05.12.2016;06.12.2016;First Class;JG-15160
CA-2016-115525;25.07.2016;29.07.2016;Standard Class;RR-19525
CA-2017-134845;17.04.2017;23.04.2017;Standard Class;SR-20425
US-2015-138919;17.09.2015;21.09.2015;Standard Class;LS-16975
US-2016-160528;23.08.2016;30.08.2016;Standard Class;MH-18115
CA-2015-123568;08.11.2015;14.11.2015;Standard Class;SC-20095
CA-2017-124674;17.11.2017;23.11.2017;Standard Class;JB-16000
CA-2015-164441;08.11.2015;13.11.2015;Standard Class;AC-10450
CA-2017-169054;22.04.2017;26.04.2017;Standard Class;MO-17800
CA-2014-106719;24.08.2014;24.08.2014;Same Day;RB-19645
CA-2017-116855;17.12.2017;21.12.2017;Standard Class;AI-10855
US-2016-164189;24.03.2016;28.03.2016;Standard Class;DR-12880
CA-2015-168480;21.09.2015;27.09.2015;Standard Class;DM-12955
US-2016-114293;21.11.2016;26.11.2016;Standard Class;JH-16180
CA-2017-134173;16.09.2017;21.09.2017;Standard Class;AB-10060
US-2015-123960;11.06.2015;16.06.2015;Standard Class;BD-11605
CA-2017-101749;03.10.2017;08.10.2017;Standard Class;AS-10045
US-2016-147991;05.05.2016;09.05.2016;Standard Class;ZD-21925
CA-2017-149559;11.09.2017;12.09.2017;Same Day;KF-16285
CA-2015-135174;30.04.2015;02.05.2015;Second Class;BP-11230
CA-2017-125290;06.11.2017;10.11.2017;Second Class;CC-12430
CA-2014-137351;30.09.2014;04.10.2014;Standard Class;DB-13615
CA-2017-121419;02.04.2017;04.04.2017;First Class;TC-21475
US-2017-148054;06.10.2017;11.10.2017;Standard Class;NZ-18565
CA-2016-128517;09.04.2016;14.04.2016;Second Class;SW-20350
US-2015-100377;28.08.2015;01.09.2015;Standard Class;TS-21370
CA-2017-131492;19.10.2017;24.10.2017;Second Class;HH-15010
CA-2016-144554;07.11.2016;12.11.2016;Standard Class;DM-13345
CA-2017-127621;03.03.2017;07.03.2017;Standard Class;RE-19450
CA-2015-145184;27.11.2015;29.11.2015;First Class;JD-16150
CA-2017-106859;13.03.2017;18.03.2017;Second Class;BF-11215
US-2017-120089;30.11.2017;30.11.2017;Same Day;ML-17755
CA-2014-119375;17.11.2014;22.11.2014;Standard Class;YC-21895
CA-2016-125206;03.01.2016;05.01.2016;First Class;LR-16915
CA-2015-126137;03.10.2015;08.10.2015;Standard Class;BS-11755
CA-2014-143903;20.07.2014;24.07.2014;Standard Class;KM-16375
CA-2014-104780;21.05.2014;25.05.2014;Standard Class;BT-11530
CA-2017-101182;04.09.2017;05.09.2017;First Class;KB-16405
US-2017-132297;27.05.2017;02.06.2017;Standard Class;DW-13480
CA-2014-100328;28.01.2014;03.02.2014;Standard Class;JC-15340
CA-2017-118773;09.02.2017;14.02.2017;Standard Class;TP-21415
US-2017-159205;31.03.2017;02.04.2017;Second Class;DB-12910
CA-2016-112123;03.03.2016;08.03.2016;Standard Class;BH-11710
CA-2015-114468;23.08.2015;23.08.2015;Same Day;TD-20995
CA-2017-135692;27.04.2017;01.05.2017;Standard Class;CV-12805
CA-2017-131233;14.04.2017;19.04.2017;Standard Class;CS-12355
CA-2017-119578;22.12.2017;27.12.2017;Second Class;JG-15310
CA-2016-124562;08.12.2016;12.12.2016;Standard Class;JP-16135
US-2017-140074;23.03.2017;29.03.2017;Standard Class;EC-14050
CA-2016-103037;25.07.2016;29.07.2016;Standard Class;KH-16630
CA-2017-127460;10.07.2017;14.07.2017;Standard Class;FG-14260
CA-2016-121671;17.07.2016;22.07.2016;Standard Class;AA-10480
CA-2016-150350;23.08.2016;30.08.2016;Standard Class;MS-17770
CA-2015-121720;11.06.2015;12.06.2015;First Class;JE-15610
CA-2017-149895;08.09.2017;12.09.2017;Standard Class;EB-14110
CA-2017-147564;02.10.2017;06.10.2017;Standard Class;BP-11155
CA-2014-136399;16.12.2014;17.12.2014;First Class;CC-12100
CA-2014-107916;24.08.2014;26.08.2014;First Class;JP-15460
CA-2017-164168;12.11.2017;18.11.2017;Standard Class;LS-16975
CA-2015-112557;25.04.2015;28.04.2015;First Class;JL-15850
US-2014-122959;12.12.2014;12.12.2014;Same Day;CY-12745
CA-2017-162572;25.09.2017;27.09.2017;Second Class;RB-19360
US-2016-148110;05.09.2016;11.09.2016;Standard Class;AR-10825
CA-2017-131828;11.02.2017;13.02.2017;Second Class;CS-11845
CA-2014-109218;30.06.2014;03.07.2014;Second Class;AR-10825
CA-2016-120558;07.06.2016;10.06.2016;First Class;RD-19810
US-2014-109036;20.12.2014;25.12.2014;Standard Class;KH-16510
CA-2015-147830;15.12.2015;18.12.2015;First Class;NF-18385
CA-2017-150497;20.07.2017;24.07.2017;Standard Class;SM-20950
CA-2014-128986;03.08.2014;05.08.2014;Second Class;GH-14410
CA-2015-139584;24.08.2015;28.08.2015;Standard Class;EM-13810
US-2016-162677;26.03.2016;27.03.2016;First Class;DB-13210
US-2014-150924;12.09.2014;16.09.2014;Second Class;PT-19090
CA-2014-153969;21.09.2014;25.09.2014;Standard Class;HF-14995
CA-2016-146682;29.10.2016;31.10.2016;First Class;KW-16435
CA-2016-138695;28.05.2016;03.06.2016;Standard Class;KC-16675
CA-2017-107461;21.12.2017;26.12.2017;Second Class;PK-19075
US-2016-133879;21.03.2016;28.03.2016;Standard Class;KT-16465
CA-2017-157483;11.11.2017;18.11.2017;Standard Class;EP-13915
US-2017-132059;23.09.2017;29.09.2017;Standard Class;AP-10915
CA-2017-122280;10.09.2017;10.09.2017;Same Day;SH-20395
CA-2017-105235;05.12.2017;11.12.2017;Standard Class;SM-20950
CA-2017-152912;09.11.2017;12.11.2017;Second Class;BM-11650
CA-2014-123498;07.11.2014;09.11.2014;First Class;TC-20980
CA-2017-159352;12.03.2017;17.03.2017;Standard Class;KB-16585
US-2017-146416;20.10.2017;22.10.2017;Second Class;JE-16165
US-2015-163783;27.12.2015;01.01.2016;Standard Class;DR-12940
CA-2017-123981;02.10.2017;08.10.2017;Standard Class;RW-19630
CA-2017-158953;04.06.2017;08.06.2017;Standard Class;ML-18040
CA-2014-165428;01.09.2014;04.09.2014;First Class;JL-15130
CA-2016-169026;08.08.2016;13.08.2016;Standard Class;CM-12655
CA-2017-109750;22.07.2017;28.07.2017;Standard Class;FH-14365
CA-2015-149384;10.07.2015;10.07.2015;Same Day;EH-13945
CA-2014-131527;01.12.2014;07.12.2014;Standard Class;TB-21280
CA-2017-164000;18.12.2017;22.12.2017;Standard Class;AH-10030
CA-2014-164224;18.05.2014;20.05.2014;Second Class;TT-21070
CA-2014-158372;10.11.2014;16.11.2014;Standard Class;RD-19900
CA-2016-108882;09.01.2016;15.01.2016;Standard Class;LA-16780
US-2017-108245;22.09.2017;27.09.2017;Standard Class;SH-19975
CA-2014-142314;23.12.2014;28.12.2014;Standard Class;SF-20200
CA-2016-132409;26.05.2016;01.06.2016;Standard Class;TH-21235
CA-2017-150189;08.07.2017;10.07.2017;First Class;VG-21790
CA-2014-114433;13.05.2014;17.05.2014;Standard Class;NP-18325
CA-2017-104640;10.11.2017;16.11.2017;Standard Class;FH-14275
US-2015-137008;02.10.2015;08.10.2015;Standard Class;JP-15460
CA-2014-108189;02.10.2014;05.10.2014;First Class;ES-14080
CA-2014-154641;11.08.2014;16.08.2014;Standard Class;KL-16645
CA-2017-131625;01.09.2017;05.09.2017;Second Class;BN-11515
US-2017-156356;16.04.2017;22.04.2017;Standard Class;ND-18370
CA-2016-138933;24.04.2016;27.04.2016;First Class;JL-15130
CA-2016-140746;15.01.2016;15.01.2016;Same Day;RC-19825
CA-2016-146836;02.05.2016;02.05.2016;Same Day;CC-12475
US-2016-127971;20.11.2016;27.11.2016;Standard Class;DW-13195
US-2016-140809;01.02.2016;03.02.2016;First Class;CK-12760
CA-2017-114524;31.03.2017;05.04.2017;Second Class;EG-13900
CA-2017-113355;01.12.2017;05.12.2017;Standard Class;SJ-20215
US-2017-140907;10.12.2017;12.12.2017;Second Class;BP-11185
CA-2016-159730;17.09.2016;21.09.2016;Standard Class;SJ-20125
CA-2016-157868;23.12.2016;29.12.2016;Standard Class;MC-17590
CA-2017-119389;17.04.2017;19.04.2017;First Class;BG-11740
CA-2017-110373;27.10.2017;30.10.2017;Second Class;MA-17560
CA-2016-155474;08.07.2016;14.07.2016;Standard Class;CC-12220
CA-2015-155453;09.08.2015;14.08.2015;Standard Class;RA-19885
US-2016-161844;09.12.2016;14.12.2016;Second Class;DK-12835
US-2016-162103;13.11.2016;17.11.2016;Standard Class;LB-16795
CA-2014-151554;14.11.2014;15.11.2014;First Class;CM-11815
CA-2014-140662;17.11.2014;19.11.2014;First Class;TS-21205
CA-2016-122518;04.03.2016;08.03.2016;Second Class;RF-19345
US-2014-126571;11.10.2014;15.10.2014;Standard Class;JF-15565
CA-2014-143840;22.05.2014;29.05.2014;Standard Class;EH-14185
CA-2014-115980;15.07.2014;19.07.2014;Standard Class;VW-21775
CA-2015-155145;27.12.2015;29.12.2015;Second Class;KN-16450
CA-2015-146038;09.02.2015;16.02.2015;Standard Class;SJ-20215
CA-2017-133865;08.05.2017;12.05.2017;Standard Class;PS-19045
CA-2017-116358;02.11.2017;06.11.2017;Standard Class;KM-16225
CA-2014-102988;05.04.2014;09.04.2014;Second Class;GM-14695
US-2014-117170;17.09.2014;24.09.2014;Standard Class;KT-16465
CA-2014-159478;30.09.2014;06.10.2014;Standard Class;MH-17785
CA-2014-103702;12.09.2014;17.09.2014;Standard Class;AF-10885
CA-2017-150525;20.02.2017;25.02.2017;Standard Class;JP-16135
CA-2015-157770;13.12.2015;15.12.2015;First Class;RD-19585
CA-2016-167290;30.10.2016;04.11.2016;Standard Class;JF-15295
CA-2014-106264;26.12.2014;30.12.2014;Standard Class;CK-12595
CA-2014-138023;15.08.2014;18.08.2014;First Class;KH-16510
CA-2017-113418;01.10.2017;03.10.2017;First Class;CM-12655
US-2015-110569;23.05.2015;30.05.2015;Standard Class;EB-13870
CA-2017-136308;16.11.2017;16.11.2017;Same Day;MW-18235
US-2014-159926;18.11.2014;22.11.2014;Standard Class;CS-11950
CA-2014-104738;30.12.2014;01.01.2015;Second Class;SP-20620
CA-2015-144386;05.11.2015;11.11.2015;Standard Class;GT-14635
CA-2016-111416;17.09.2016;22.09.2016;Standard Class;LW-17215
CA-2016-162747;20.03.2016;25.03.2016;Second Class;AH-10030
US-2014-133130;27.09.2014;01.10.2014;Standard Class;TH-21100
CA-2017-169978;24.12.2017;28.12.2017;Standard Class;HG-15025
CA-2017-161739;10.11.2017;15.11.2017;Second Class;EB-13750
CA-2015-165057;11.09.2015;15.09.2015;Standard Class;SC-20725
CA-2014-134551;20.12.2014;25.12.2014;Standard Class;TS-21505
CA-2015-120810;23.07.2015;27.07.2015;Standard Class;TH-21550
CA-2014-165309;11.11.2014;15.11.2014;Standard Class;KD-16270
CA-2017-122595;14.12.2017;20.12.2017;Standard Class;GM-14455
US-2017-109253;21.08.2017;22.08.2017;First Class;PR-18880
CA-2016-145982;27.08.2016;01.09.2016;Second Class;TB-21055
CA-2015-112014;13.08.2015;20.08.2015;Standard Class;ON-18715
CA-2017-154732;05.11.2017;07.11.2017;First Class;AH-10195
US-2016-157308;17.08.2016;21.08.2016;Standard Class;NM-18520
CA-2016-147536;26.12.2016;31.12.2016;Standard Class;AR-10510
US-2014-134733;23.09.2014;28.09.2014;Standard Class;BM-11650
US-2014-150434;19.07.2014;24.07.2014;Standard Class;CA-12310
CA-2017-100335;07.09.2017;13.09.2017;Standard Class;NF-18595
CA-2016-139234;06.05.2016;10.05.2016;Standard Class;AF-10870
US-2015-142020;04.06.2015;08.06.2015;Second Class;TC-21535
CA-2015-139962;13.12.2015;20.12.2015;Standard Class;Dp-13240
CA-2016-130050;16.07.2016;18.07.2016;Second Class;MC-17425
CA-2014-115161;31.01.2014;02.02.2014;First Class;LC-17050
CA-2014-165379;09.07.2014;15.07.2014;Standard Class;BM-11650
CA-2015-115511;21.11.2015;25.11.2015;Standard Class;NW-18400
CA-2016-134887;25.03.2016;25.03.2016;Same Day;TB-21280
CA-2017-123778;23.09.2017;30.09.2017;Standard Class;BS-11755
CA-2015-161718;04.12.2015;10.12.2015;Standard Class;SO-20335
CA-2016-100671;01.11.2016;04.11.2016;First Class;CS-12490
CA-2017-142867;17.03.2017;21.03.2017;Standard Class;PO-19180
CA-2017-103156;23.11.2017;24.11.2017;First Class;TD-20995
US-2017-162208;27.08.2017;30.08.2017;First Class;SP-20620
CA-2015-130659;04.12.2015;09.12.2015;Second Class;MS-17365
CA-2017-148404;07.10.2017;11.10.2017;Standard Class;Dp-13240
CA-2017-101077;25.03.2017;30.03.2017;Second Class;DB-13660
CA-2014-166471;09.08.2014;13.08.2014;Standard Class;MG-17650
CA-2014-105340;22.11.2014;25.11.2014;First Class;EH-14185
US-2017-131583;10.06.2017;10.06.2017;Same Day;CL-11890
US-2017-148362;01.07.2017;08.07.2017;Standard Class;KF-16285
CA-2014-102274;21.11.2014;26.11.2014;Standard Class;DH-13075
CA-2015-129700;04.05.2015;05.05.2015;First Class;LA-16780
CA-2017-168739;29.05.2017;05.06.2017;Standard Class;HZ-14950
CA-2015-152527;17.10.2015;17.10.2015;Same Day;CM-12190
US-2014-150119;23.04.2014;27.04.2014;Standard Class;LB-16795
US-2017-150847;30.04.2017;06.05.2017;Standard Class;JF-15490
CA-2016-100244;20.09.2016;24.09.2016;Standard Class;GM-14695
CA-2016-116540;02.09.2016;02.09.2016;Same Day;SS-20590
CA-2015-151841;27.04.2015;02.05.2015;Standard Class;TC-21475
CA-2015-150791;06.09.2015;13.09.2015;Standard Class;CC-12430
CA-2016-134803;28.05.2016;03.06.2016;Standard Class;CL-12565
CA-2015-153381;24.09.2015;28.09.2015;Standard Class;DE-13255
US-2017-111024;03.07.2017;06.07.2017;Second Class;SZ-20035
CA-2017-148264;08.12.2017;09.12.2017;First Class;LF-17185
CA-2017-131212;05.12.2017;09.12.2017;Standard Class;AB-10165
US-2015-100531;27.09.2015;29.09.2015;First Class;NM-18520
CA-2017-152583;30.10.2017;30.10.2017;Same Day;RA-19945
CA-2015-144099;29.11.2015;30.11.2015;Same Day;PO-19195
CA-2014-158337;11.03.2014;14.03.2014;Second Class;KA-16525
CA-2017-168858;19.11.2017;23.11.2017;Standard Class;JD-16150
CA-2016-116344;29.07.2016;02.08.2016;Standard Class;JO-15145
CA-2015-131779;12.06.2015;17.06.2015;Standard Class;LE-16810
CA-2016-158869;06.08.2016;07.08.2016;First Class;AH-10690
CA-2017-102554;11.06.2017;15.06.2017;Standard Class;KN-16705
CA-2016-162614;07.10.2016;13.10.2016;Standard Class;TB-21250
CA-2014-168592;08.09.2014;14.09.2014;Standard Class;DP-13390
CA-2014-157609;16.03.2014;21.03.2014;Second Class;KN-16705
CA-2015-153325;01.03.2015;02.03.2015;Second Class;ST-20530
CA-2015-153626;09.07.2015;14.07.2015;Standard Class;EB-13870
